"District","Year","Grade","grade","DisCode","Subject","ME_n","ME_per","E_n","E_per","M_n","M_per","PM_n","PM_per","NM_n","NM_per","n_included","mean_SS","SGP","n_included_SGP"
"Farmington River Reg",2017,38,"Grades 3-8","06620000","ELA",23,41,1,2,22,39,30,54,3,5,56,496.7,43,39
"Farmington River Reg",2017,38,"Grades 3-8","06620000","MATH",19,34,3,5,16,29,35,63,2,4,56,497.9,47,39
"Fitchburg",2017,38,"Grades 3-8","00970000","ELA",744,31,73,3,671,28,1204,50,456,19,2404,490.2,41,1745
"Fitchburg",2017,38,"Grades 3-8","00970000","MATH",682,28,64,3,618,26,1208,50,515,21,2405,488.8,37,1719
"Florida",2017,38,"Grades 3-8","00980000","ELA",21,40,0,0,21,40,30,57,2,4,53,494.5,45.5,38
"Florida",2017,38,"Grades 3-8","00980000","MATH",22,42,0,0,22,42,24,45,7,13,53,495.4,30,38
"Four Rivers Charter Public (District)",2017,38,"Grades 3-8","04130000","ELA",41,56,5,7,36,49,30,41,2,3,73,503.3,39,57
"Four Rivers Charter Public (District)",2017,38,"Grades 3-8","04130000","MATH",45,62,1,1,44,60,24,33,4,5,73,501.4,54.5,56
"Foxborough",2017,38,"Grades 3-8","00990000","ELA",568,46,50,4,518,42,573,47,84,7,1225,498.1,39,970
"Foxborough",2017,38,"Grades 3-8","00990000","MATH",758,62,99,8,659,54,396,32,68,6,1222,504.7,58,965
"Foxborough Regional Charter (District)",2017,38,"Grades 3-8","04460000","ELA",324,49,31,5,293,44,308,46,31,5,663,499.5,47,510
"Foxborough Regional Charter (District)",2017,38,"Grades 3-8","04460000","MATH",257,39,20,3,237,36,365,55,40,6,662,495.7,45,509
"Framingham",2017,38,"Grades 3-8","01000000","ELA",1453,37,170,4,1283,32,1797,45,720,18,3970,492.5,48,2855
"Framingham",2017,38,"Grades 3-8","01000000","MATH",1436,36,165,4,1271,32,1763,44,788,20,3987,492,52,2863
"Francis W. Parker Charter Essential (District)",2017,38,"Grades 3-8","04780000","ELA",78,57,10,7,68,50,56,41,2,1,136,504.5,44,107
"Francis W. Parker Charter Essential (District)",2017,38,"Grades 3-8","04780000","MATH",73,54,12,9,61,45,60,44,3,2,136,503.7,49,107
"Franklin",2017,38,"Grades 3-8","01010000","ELA",1643,63,273,10,1370,53,836,32,124,5,2603,506.1,56.5,2122
"Franklin",2017,38,"Grades 3-8","01010000","MATH",1646,63,297,11,1349,52,810,31,144,6,2600,506.6,55,2119
"Freetown-Lakeville",2017,38,"Grades 3-8","06650000","ELA",744,52,93,7,651,46,591,42,86,6,1421,501.1,48,1141
"Freetown-Lakeville",2017,38,"Grades 3-8","06650000","MATH",810,57,114,8,696,49,517,36,96,7,1423,502.6,60,1150
"Frontier",2017,38,"Grades 3-8","06700000","ELA",114,50,12,5,102,45,97,42,18,8,229,499.3,48,212
"Frontier",2017,38,"Grades 3-8","06700000","MATH",117,51,18,8,99,43,95,41,17,7,229,500.7,57,214
"Gardner",2017,38,"Grades 3-8","01030000","ELA",298,27,13,1,285,26,576,52,233,21,1107,486.8,40,842
"Gardner",2017,38,"Grades 3-8","01030000","MATH",220,20,12,1,208,19,621,56,270,24,1111,484.1,40,846
"Gateway",2017,38,"Grades 3-8","06720000","ELA",163,40,14,3,149,37,209,52,31,8,403,496.3,40.5,324
"Gateway",2017,38,"Grades 3-8","06720000","MATH",154,38,12,3,142,35,209,52,39,10,402,494.1,35.5,324
"Georgetown",2017,38,"Grades 3-8","01050000","ELA",410,62,63,10,347,53,218,33,30,5,658,505.1,64,520
"Georgetown",2017,38,"Grades 3-8","01050000","MATH",374,57,39,6,335,51,241,37,45,7,660,502.1,47,521
"Gill-Montague",2017,38,"Grades 3-8","06740000","ELA",166,35,14,3,152,32,255,54,52,11,473,493.3,60,361
"Gill-Montague",2017,38,"Grades 3-8","06740000","MATH",129,27,4,1,125,26,246,52,97,21,472,487.5,46,361
"Global Learning Charter Public (District)",2017,38,"Grades 3-8","04960000","ELA",121,38,2,1,119,37,171,53,28,9,320,493.7,54,299
"Global Learning Charter Public (District)",2017,38,"Grades 3-8","04960000","MATH",115,36,9,3,106,33,188,59,17,5,320,494.4,49,298
"Gloucester",2017,38,"Grades 3-8","01070000","ELA",567,43,65,5,502,38,621,47,132,10,1320,497.1,34,1010
"Gloucester",2017,38,"Grades 3-8","01070000","MATH",551,42,73,6,478,36,618,47,150,11,1319,496.3,39,1006
"Grafton",2017,38,"Grades 3-8","01100000","ELA",944,63,126,8,818,55,481,32,73,5,1498,505.1,53,1182
"Grafton",2017,38,"Grades 3-8","01100000","MATH",944,63,173,12,771,52,465,31,86,6,1495,506.3,63,1202
"Granby",2017,38,"Grades 3-8","01110000","ELA",148,43,9,3,139,40,179,52,19,5,346,496.3,34,288
"Granby",2017,38,"Grades 3-8","01110000","MATH",131,38,17,5,114,33,190,55,25,7,346,496.1,40,287
"Greenfield",2017,38,"Grades 3-8","01140000","ELA",296,39,14,2,282,37,374,49,95,12,765,493.6,46,539
"Greenfield",2017,38,"Grades 3-8","01140000","MATH",245,32,25,3,220,29,387,51,133,17,765,490.9,43.5,538
"Greenfield Commonwealth Virtual District",2017,38,"Grades 3-8","39010000","ELA",93,29,6,2,87,27,168,53,58,18,319,488.8,37,194
"Greenfield Commonwealth Virtual District",2017,38,"Grades 3-8","39010000","MATH",62,20,2,1,60,19,155,49,98,31,315,482.7,31.5,192
"Groton-Dunstable",2017,38,"Grades 3-8","06730000","ELA",705,63,104,9,601,54,358,32,50,4,1113,505.5,49,898
"Groton-Dunstable",2017,38,"Grades 3-8","06730000","MATH",768,69,128,12,640,58,298,27,44,4,1110,508.4,56,894
"Hadley",2017,38,"Grades 3-8","01170000","ELA",158,57,22,8,136,49,104,37,17,6,279,501.6,54,217
"Hadley",2017,38,"Grades 3-8","01170000","MATH",132,47,15,5,117,42,118,42,28,10,278,498.4,54,219
"Halifax",2017,38,"Grades 3-8","01180000","ELA",177,51,23,7,154,44,152,44,19,5,348,501.7,57,247
"Halifax",2017,38,"Grades 3-8","01180000","MATH",224,64,35,10,189,54,106,30,18,5,348,505.7,66.5,248
"Hamilton-Wenham",2017,38,"Grades 3-8","06750000","ELA",533,67,103,13,430,54,230,29,30,4,793,507.8,52,595
"Hamilton-Wenham",2017,38,"Grades 3-8","06750000","MATH",492,62,70,9,422,53,267,34,33,4,792,506,47,588
"Hampden Charter School of Science East (District)",2017,38,"Grades 3-8","04990000","ELA",139,55,8,3,131,52,103,41,12,5,254,500.1,46,221
"Hampden Charter School of Science East (District)",2017,38,"Grades 3-8","04990000","MATH",154,61,24,9,130,51,96,38,4,2,254,504.6,39,220
"Hampden-Wilbraham",2017,38,"Grades 3-8","06800000","ELA",807,60,138,10,669,50,486,36,58,4,1351,504.8,58,1079
"Hampden-Wilbraham",2017,38,"Grades 3-8","06800000","MATH",698,52,83,6,615,46,585,43,68,5,1351,501.3,50,1076
"Hampshire",2017,38,"Grades 3-8","06830000","ELA",147,50,14,5,133,45,134,45,14,5,295,500.2,48,283
"Hampshire",2017,38,"Grades 3-8","06830000","MATH",145,49,19,6,126,43,136,46,13,4,294,500.6,53,281
"Hancock",2017,38,"Grades 3-8","01210000","ELA",18,75,2,8,16,67,6,25,0,0,24,507,NA,15
"Hancock",2017,38,"Grades 3-8","01210000","MATH",13,54,0,0,13,54,10,42,1,4,24,500.3,NA,15
"Hanover",2017,38,"Grades 3-8","01220000","ELA",782,64,111,9,671,55,384,32,51,4,1217,505.7,54.5,1002
"Hanover",2017,38,"Grades 3-8","01220000","MATH",728,60,82,7,646,53,426,35,65,5,1219,503.5,53,1006
"Harvard",2017,38,"Grades 3-8","01250000","ELA",379,74,87,17,292,57,116,23,17,3,512,510.6,62.5,404
"Harvard",2017,38,"Grades 3-8","01250000","MATH",366,71,71,14,295,58,129,25,17,3,512,510.2,55,402
"Hatfield",2017,38,"Grades 3-8","01270000","ELA",104,47,2,1,102,47,106,48,9,4,219,497.3,39,169
"Hatfield",2017,38,"Grades 3-8","01270000","MATH",89,41,1,0,88,40,115,53,14,6,218,495.1,49,168
"Haverhill",2017,38,"Grades 3-8","01280000","ELA",1295,36,104,3,1191,33,1755,49,552,15,3602,493.1,49,2593
"Haverhill",2017,38,"Grades 3-8","01280000","MATH",1220,34,167,5,1053,29,1725,48,673,19,3618,492.7,49,2583
"Hawlemont",2017,38,"Grades 3-8","06850000","ELA",18,38,1,2,17,35,28,58,2,4,48,496.3,48,36
"Hawlemont",2017,38,"Grades 3-8","06850000","MATH",16,34,0,0,16,34,26,55,5,11,47,493.6,41,36
"Helen Y. Davis Leadership Academy Charter Public (District)",2017,38,"Grades 3-8","04190000","ELA",75,34,1,0,74,34,128,59,15,7,218,493.5,61,167
"Helen Y. Davis Leadership Academy Charter Public (District)",2017,38,"Grades 3-8","04190000","MATH",41,19,1,0,40,18,134,62,42,19,217,485.7,42,165
"Hill View Montessori Charter Public (District)",2017,38,"Grades 3-8","04550000","ELA",76,38,2,1,74,37,109,55,14,7,199,494.9,40,160
"Hill View Montessori Charter Public (District)",2017,38,"Grades 3-8","04550000","MATH",41,21,1,1,40,20,131,66,25,13,197,487.9,42.5,158
"Hilltown Cooperative Charter Public (District)",2017,38,"Grades 3-8","04500000","ELA",84,54,9,6,75,48,64,41,7,5,155,502.1,51.5,126
"Hilltown Cooperative Charter Public (District)",2017,38,"Grades 3-8","04500000","MATH",79,51,7,5,72,47,66,43,9,6,154,500.8,51,125
"Hingham",2017,38,"Grades 3-8","01310000","ELA",1570,73,331,15,1239,58,511,24,58,3,2139,511.3,52,1703
"Hingham",2017,38,"Grades 3-8","01310000","MATH",1547,72,271,13,1276,60,532,25,58,3,2137,510.6,50,1700
"Holbrook",2017,38,"Grades 3-8","01330000","ELA",267,46,34,6,233,40,260,45,54,9,581,498.9,49,461
"Holbrook",2017,38,"Grades 3-8","01330000","MATH",318,55,25,4,293,50,212,36,51,9,581,501.1,58,459
"Holland",2017,38,"Grades 3-8","01350000","ELA",70,56,7,6,63,50,46,37,9,7,125,501.6,70,98
"Holland",2017,38,"Grades 3-8","01350000","MATH",72,58,10,8,62,50,45,36,8,6,125,502.9,68,98
"Holliston",2017,38,"Grades 3-8","01360000","ELA",921,68,158,12,763,57,356,26,71,5,1348,508.3,59,1068
"Holliston",2017,38,"Grades 3-8","01360000","MATH",849,63,164,12,685,51,426,32,73,5,1348,507.3,61,1067
"Holyoke",2017,38,"Grades 3-8","01370000","ELA",299,14,16,1,283,13,1099,50,788,36,2186,479,37,1518
"Holyoke",2017,38,"Grades 3-8","01370000","MATH",228,10,3,0,225,10,1040,47,936,42,2204,475.7,32,1496
"Holyoke Community Charter (District)",2017,38,"Grades 3-8","04530000","ELA",119,27,1,0,118,26,249,56,79,18,447,487.8,43.5,332
"Holyoke Community Charter (District)",2017,38,"Grades 3-8","04530000","MATH",92,21,9,2,83,19,274,61,82,18,448,487.2,51,333
"Hoosac Valley Regional",2017,38,"Grades 3-8","06030000","ELA",232,37,13,2,219,35,324,51,75,12,631,492.7,62,483
"Hoosac Valley Regional",2017,38,"Grades 3-8","06030000","MATH",190,30,9,1,181,29,348,55,92,15,630,489.9,55,482
"Hopedale",2017,38,"Grades 3-8","01380000","ELA",372,69,91,17,281,52,147,27,18,3,537,509.9,65,431
"Hopedale",2017,38,"Grades 3-8","01380000","MATH",352,66,53,10,299,56,161,30,24,4,537,506.9,62,430
"Hopkinton",2017,38,"Grades 3-8","01390000","ELA",1280,79,296,18,984,61,313,19,31,2,1624,514.1,63,1323
"Hopkinton",2017,38,"Grades 3-8","01390000","MATH",1274,79,381,23,893,55,311,19,37,2,1622,515.3,69,1319
"Hudson",2017,38,"Grades 3-8","01410000","ELA",643,50,109,8,534,41,536,41,118,9,1297,499.8,61.5,1022
"Hudson",2017,38,"Grades 3-8","01410000","MATH",654,50,95,7,559,43,534,41,114,9,1302,499.9,58.5,1026
"Hull",2017,38,"Grades 3-8","01420000","ELA",228,58,49,13,179,46,133,34,29,7,390,504.5,58,300
"Hull",2017,38,"Grades 3-8","01420000","MATH",205,52,34,9,171,44,148,38,39,10,392,501.6,48,302
"Innovation Academy Charter (District)",2017,38,"Grades 3-8","04350000","ELA",207,51,23,6,184,46,179,44,17,4,403,500.3,38,384
"Innovation Academy Charter (District)",2017,38,"Grades 3-8","04350000","MATH",201,50,27,7,174,43,180,45,22,5,403,501.1,34,381
"Ipswich",2017,38,"Grades 3-8","01440000","ELA",518,61,100,12,418,49,285,33,49,6,852,506.3,64,694
"Ipswich",2017,38,"Grades 3-8","01440000","MATH",539,63,87,10,452,53,259,30,57,7,855,505.1,60,700
"KIPP Academy Boston Charter School (District)",2017,38,"Grades 3-8","04630000","ELA",70,25,3,1,67,24,168,60,44,16,282,488.8,53,231
"KIPP Academy Boston Charter School (District)",2017,38,"Grades 3-8","04630000","MATH",69,25,5,2,64,23,154,55,58,21,281,488.1,61,229
"KIPP Academy Lynn Charter (District)",2017,38,"Grades 3-8","04290000","ELA",219,45,19,4,200,41,218,45,46,10,483,497.1,44,453
"KIPP Academy Lynn Charter (District)",2017,38,"Grades 3-8","04290000","MATH",237,49,31,6,206,43,199,41,48,10,484,500.1,50,448
"King Philip",2017,38,"Grades 3-8","06900000","ELA",541,70,94,12,447,58,197,25,37,5,775,508.7,58,734
"King Philip",2017,38,"Grades 3-8","06900000","MATH",485,62,77,10,408,52,252,32,42,5,779,505,43,740
"Kingston",2017,38,"Grades 3-8","01450000","ELA",293,49,27,5,266,45,253,43,49,8,595,499.6,55.5,412
"Kingston",2017,38,"Grades 3-8","01450000","MATH",334,56,40,7,294,49,206,35,55,9,595,501.6,59,411
"Lanesborough (non-op)",2017,38,"Grades 3-8","01480000","ELA",66,55,9,8,57,48,52,44,1,1,119,503.9,66.5,86
"Lanesborough (non-op)",2017,38,"Grades 3-8","01480000","MATH",54,45,11,9,43,36,57,48,8,7,119,499.1,57,85
"Lawrence",2017,38,"Grades 3-8","01490000","ELA",1676,27,137,2,1539,24,3192,51,1436,23,6304,487.3,51,4461
"Lawrence",2017,38,"Grades 3-8","01490000","MATH",2070,33,186,3,1884,30,3068,49,1169,19,6307,491,50,4436
"Lawrence Family Development Charter (District)",2017,38,"Grades 3-8","04540000","ELA",257,68,36,10,221,58,108,29,13,3,378,507.4,62,285
"Lawrence Family Development Charter (District)",2017,38,"Grades 3-8","04540000","MATH",255,67,39,10,216,57,116,31,7,2,378,507.4,62,285
"Learning First Charter Public School (District)",2017,38,"Grades 3-8","04860000","ELA",93,22,8,2,85,20,236,55,100,23,429,484.8,52,333
"Learning First Charter Public School (District)",2017,38,"Grades 3-8","04860000","MATH",65,15,4,1,61,14,235,55,129,30,429,480.4,42,331
"Lee",2017,38,"Grades 3-8","01500000","ELA",157,54,29,10,128,44,112,38,22,8,291,501.3,74,233
"Lee",2017,38,"Grades 3-8","01500000","MATH",134,46,16,6,118,41,130,45,26,9,290,498.7,59.5,232
"Leicester",2017,38,"Grades 3-8","01510000","ELA",260,34,17,2,243,31,419,54,94,12,773,492.1,42,622
"Leicester",2017,38,"Grades 3-8","01510000","MATH",230,30,13,2,217,28,430,56,114,15,774,490.8,43,624
"Lenox",2017,38,"Grades 3-8","01520000","ELA",233,64,42,12,191,53,119,33,10,3,362,507.8,59,298
"Lenox",2017,38,"Grades 3-8","01520000","MATH",231,64,47,13,184,51,119,33,11,3,361,508.2,51,295
"Leominster",2017,38,"Grades 3-8","01530000","ELA",1115,41,108,4,1007,37,1329,48,300,11,2744,495.8,38,2088
"Leominster",2017,38,"Grades 3-8","01530000","MATH",1232,45,145,5,1087,40,1215,44,297,11,2744,497.9,40,2069
"Leverett",2017,38,"Grades 3-8","01540000","ELA",28,44,0,0,28,44,33,52,2,3,63,495.7,38,41
"Leverett",2017,38,"Grades 3-8","01540000","MATH",32,51,5,8,27,43,26,41,5,8,63,501.5,51,41
"Lexington",2017,38,"Grades 3-8","01550000","ELA",2685,79,770,23,1915,57,619,18,83,2,3387,515.6,65,2573
"Lexington",2017,38,"Grades 3-8","01550000","MATH",2757,81,1098,32,1659,49,531,16,103,3,3391,519.3,68,2570
"Lincoln",2017,38,"Grades 3-8","01570000","ELA",457,62,57,8,400,54,256,35,23,3,736,504.9,54,470
"Lincoln",2017,38,"Grades 3-8","01570000","MATH",457,62,81,11,376,51,241,33,35,5,733,506,60,476
"Littleton",2017,38,"Grades 3-8","01580000","ELA",482,65,85,11,397,54,240,32,20,3,742,506.7,69,579
"Littleton",2017,38,"Grades 3-8","01580000","MATH",442,60,80,11,362,49,264,36,34,5,740,505.1,56.5,578
"Longmeadow",2017,38,"Grades 3-8","01590000","ELA",936,70,185,14,751,56,357,27,39,3,1332,509.6,58,1047
"Longmeadow",2017,38,"Grades 3-8","01590000","MATH",918,69,223,17,695,52,368,28,47,4,1333,510.1,63,1049
"Lowell",2017,38,"Grades 3-8","01600000","ELA",2354,35,279,4,2075,31,3165,47,1218,18,6737,491.9,46,4903
"Lowell",2017,38,"Grades 3-8","01600000","MATH",2452,36,287,4,2165,32,3158,47,1129,17,6739,492.8,46,4874
"Lowell Community Charter Public (District)",2017,38,"Grades 3-8","04560000","ELA",230,47,23,5,207,43,224,46,32,7,486,498.7,54,387
"Lowell Community Charter Public (District)",2017,38,"Grades 3-8","04560000","MATH",272,57,29,6,243,51,179,37,30,6,481,501.4,60,383
"Ludlow",2017,38,"Grades 3-8","01610000","ELA",382,31,15,1,367,30,672,55,170,14,1224,490.6,44,785
"Ludlow",2017,38,"Grades 3-8","01610000","MATH",457,37,26,2,431,35,602,49,163,13,1222,493,46,783
"Lunenburg",2017,38,"Grades 3-8","01620000","ELA",386,49,40,5,346,44,353,45,50,6,789,499.8,53,620
"Lunenburg",2017,38,"Grades 3-8","01620000","MATH",425,54,39,5,386,49,313,40,53,7,791,500.8,55,619
"Lynn",2017,38,"Grades 3-8","01630000","ELA",2191,32,175,3,2016,30,3462,51,1170,17,6823,491.7,51,4795
"Lynn",2017,38,"Grades 3-8","01630000","MATH",2242,33,146,2,2096,31,3432,50,1147,17,6821,492,52,4739
"Lynnfield",2017,38,"Grades 3-8","01640000","ELA",760,73,172,17,588,57,257,25,21,2,1038,511.7,55,841
"Lynnfield",2017,38,"Grades 3-8","01640000","MATH",784,75,155,15,629,60,234,23,22,2,1040,511.6,53,844
"MATCH Charter Public School (District)",2017,38,"Grades 3-8","04690000","ELA",155,30,3,1,152,30,267,52,93,18,515,488.5,26,396
"MATCH Charter Public School (District)",2017,38,"Grades 3-8","04690000","MATH",172,33,11,2,161,31,278,54,65,13,515,492.7,26,391
"Malden",2017,38,"Grades 3-8","01650000","ELA",1244,43,123,4,1121,39,1252,44,369,13,2865,495.8,54,2111
"Malden",2017,38,"Grades 3-8","01650000","MATH",1211,42,158,6,1053,37,1247,43,410,14,2868,496,56,2108
"Manchester Essex Regional",2017,38,"Grades 3-8","06980000","ELA",512,70,141,19,371,50,210,29,14,2,736,511.2,71,598
"Manchester Essex Regional",2017,38,"Grades 3-8","06980000","MATH",485,66,78,11,407,55,221,30,33,4,739,506.5,55,600
"Mansfield",2017,38,"Grades 3-8","01670000","ELA",1093,59,140,8,953,51,656,35,102,6,1851,503.2,50,1512
"Mansfield",2017,38,"Grades 3-8","01670000","MATH",1122,61,197,11,925,50,624,34,106,6,1852,505.3,51.5,1506
"Marblehead",2017,38,"Grades 3-8","01680000","ELA",901,64,144,10,757,54,434,31,62,4,1397,505.7,42,1124
"Marblehead",2017,38,"Grades 3-8","01680000","MATH",869,62,132,9,737,53,457,33,70,5,1396,505.1,48,1117
"Marblehead Community Charter Public (District)",2017,38,"Grades 3-8","04640000","ELA",139,62,16,7,123,55,82,36,4,2,225,504.5,44,210
"Marblehead Community Charter Public (District)",2017,38,"Grades 3-8","04640000","MATH",134,59,18,8,116,51,82,36,10,4,226,503.8,51.5,210
"Marion",2017,38,"Grades 3-8","01690000","ELA",163,62,27,10,136,52,83,32,16,6,262,504.9,46,185
"Marion",2017,38,"Grades 3-8","01690000","MATH",179,68,38,14,141,53,73,28,12,5,264,508.3,59,185
"Marlborough",2017,38,"Grades 3-8","01700000","ELA",726,36,80,4,646,32,961,47,340,17,2027,491.7,47,1483
"Marlborough",2017,38,"Grades 3-8","01700000","MATH",735,36,75,4,660,33,911,45,382,19,2028,491.6,48,1483
"Marshfield",2017,38,"Grades 3-8","01710000","ELA",1331,69,231,12,1100,57,556,29,46,2,1933,508.4,59,1586
"Marshfield",2017,38,"Grades 3-8","01710000","MATH",1315,68,205,11,1110,57,561,29,56,3,1932,508.1,63,1590
"Martha's Vineyard Charter (District)",2017,38,"Grades 3-8","04660000","ELA",41,49,3,4,38,45,38,45,5,6,84,498.7,47,59
"Martha's Vineyard Charter (District)",2017,38,"Grades 3-8","04660000","MATH",33,39,1,1,32,38,40,47,12,14,85,493.1,25,59
"Martin Luther King Jr. Charter School of Excellence (District)",2017,38,"Grades 3-8","04920000","ELA",59,33,5,3,54,30,103,57,19,10,181,492.2,48.5,118
"Martin Luther King Jr. Charter School of Excellence (District)",2017,38,"Grades 3-8","04920000","MATH",86,48,5,3,81,45,81,45,12,7,179,498.6,59.5,118
"Masconomet",2017,38,"Grades 3-8","07050000","ELA",424,65,43,7,381,59,206,32,18,3,648,506.2,50,618
"Masconomet",2017,38,"Grades 3-8","07050000","MATH",452,70,94,15,358,55,177,27,18,3,647,509.9,51,616
"Mashpee",2017,38,"Grades 3-8","01720000","ELA",402,51,34,4,368,46,332,42,61,8,795,498.6,53,616
"Mashpee",2017,38,"Grades 3-8","01720000","MATH",405,51,51,6,354,45,309,39,76,10,790,499.4,54,615
"Mattapoisett",2017,38,"Grades 3-8","01730000","ELA",199,73,28,10,171,62,68,25,7,3,274,510.2,64,196
"Mattapoisett",2017,38,"Grades 3-8","01730000","MATH",194,70,32,12,162,59,72,26,10,4,276,509.5,67.5,196
"Maynard",2017,38,"Grades 3-8","01740000","ELA",270,41,23,4,247,38,326,50,56,9,652,495.9,33,517
"Maynard",2017,38,"Grades 3-8","01740000","MATH",268,41,26,4,242,37,302,46,87,13,657,494.2,33.5,516
"Medfield",2017,38,"Grades 3-8","01750000","ELA",840,71,117,10,723,61,313,27,28,2,1181,508.1,49,971
"Medfield",2017,38,"Grades 3-8","01750000","MATH",819,69,157,13,662,56,331,28,30,3,1180,509.6,53,962
"Medford",2017,38,"Grades 3-8","01760000","ELA",840,45,117,6,723,39,846,45,191,10,1877,497.3,52,1418
"Medford",2017,38,"Grades 3-8","01760000","MATH",680,36,91,5,589,31,923,49,278,15,1881,493.1,53,1408
"Medway",2017,38,"Grades 3-8","01770000","ELA",707,67,120,11,587,55,319,30,35,3,1061,507.3,54,861
"Medway",2017,38,"Grades 3-8","01770000","MATH",704,66,134,13,570,54,315,30,43,4,1062,507.5,52,865
"Melrose",2017,38,"Grades 3-8","01780000","ELA",1044,66,205,13,839,53,489,31,39,2,1572,507.7,45,1245
"Melrose",2017,38,"Grades 3-8","01780000","MATH",1004,64,202,13,802,51,513,33,54,3,1571,507.4,45,1237
"Mendon-Upton",2017,38,"Grades 3-8","07100000","ELA",741,64,119,10,622,54,370,32,51,4,1162,506.7,51,929
"Mendon-Upton",2017,38,"Grades 3-8","07100000","MATH",705,61,108,9,597,52,390,34,64,6,1159,505.2,55.5,930
"Methuen",2017,38,"Grades 3-8","01810000","ELA",1477,44,195,6,1282,38,1508,44,410,12,3395,496.5,56,2573
"Methuen",2017,38,"Grades 3-8","01810000","MATH",1510,44,220,6,1290,38,1459,43,431,13,3400,497.9,60,2579
"Middleborough",2017,38,"Grades 3-8","01820000","ELA",666,43,69,4,597,38,721,46,165,11,1552,496.2,46,1212
"Middleborough",2017,38,"Grades 3-8","01820000","MATH",643,41,65,4,578,37,731,47,178,11,1552,495.9,39,1205
"Middleton",2017,38,"Grades 3-8","01840000","ELA",274,68,35,9,239,59,119,30,9,2,402,507.5,56,290
"Middleton",2017,38,"Grades 3-8","01840000","MATH",290,72,57,14,233,58,101,25,12,3,403,510.4,71,289
"Milford",2017,38,"Grades 3-8","01850000","ELA",919,48,86,4,833,43,800,42,203,11,1922,497.6,46,1497
"Milford",2017,38,"Grades 3-8","01850000","MATH",762,40,78,4,684,36,952,50,208,11,1922,495.1,41,1494
"Millbury",2017,38,"Grades 3-8","01860000","ELA",374,43,20,2,354,41,400,46,89,10,863,496.2,37,667
"Millbury",2017,38,"Grades 3-8","01860000","MATH",347,40,16,2,331,38,444,51,74,9,865,495.7,41,669
"Millis",2017,38,"Grades 3-8","01870000","ELA",295,49,31,5,264,44,268,45,38,6,601,499.9,49,499
"Millis",2017,38,"Grades 3-8","01870000","MATH",342,57,60,10,282,47,234,39,27,4,603,504.5,59,503
"Milton",2017,38,"Grades 3-8","01890000","ELA",1257,64,171,9,1086,55,613,31,93,5,1963,505.9,53,1527
"Milton",2017,38,"Grades 3-8","01890000","MATH",1338,68,242,12,1096,56,535,27,88,4,1961,508.4,59.5,1526
"Mohawk Trail",2017,38,"Grades 3-8","07170000","ELA",180,47,16,4,164,43,179,47,24,6,383,497.8,40,301
